Date,Region,Rainfall_mm,Temperature_C,Crop_Type,Borewell_Dependency,Groundwater_Level
2018-01-12,Ballari,40.929661518655394,40.63056634125264,Rice,84.72581601795852,105.62601961882206
2018-01-13,Tumkur,44.98002973816179,22.827087527026613,Rice,63.42489912193339,107.00963741548148
2018-01-14,Tumkur,39.09662898941044,21.930146399779375,Wheat,60.22195759310567,106.03845932839334
2018-01-14,Tumkur,9.767948042430419,38.44508008568216,Cotton,71.41820044823888,105.7751071032224
2018-01-14,Chitradurga,4.337431775069078,38.82124585850317,Wheat,92.19948213487568,107.4696675428345
2018-01-15,Kolar,30.272224265267116,38.28286959635682,Wheat,40.52075449575251,104.91556393103828
2018-01-15,Ballari,2.8547380254941968,37.57722785574241,Sugarcane,82.62916409737385,107.38460509400241
2018-01-16,Kolar,33.641294427904214,27.969024006650525,Rice,57.67073532626601,107.16763618135363
2018-01-17,Kolar,26.521211016362134,24.78416583901053,Wheat,52.50384881297019,105.38344059724868
2018-01-17,Kolar,33.13928663718318,40.43368843995138,Rice,40.728279809005535,106.13415572107765
2018-01-17,Tumkur,29.508538682487202,26.754004022663345,Sugarcane,93.79543723752862,108.32888596096254
2018-01-18,Hubli,21.135128476358638,28.76496900760871,Sugarcane,94.73490820038643,108.35990259803765
2018-01-18,Tumkur,10.043859007011413,35.39029710793593,Sugarcane,43.685046498629205,105.31540175113611
2018-01-19,Tumkur,15.285106790524427,26.453833759867727,Rice,71.30891938308163,110.98235377446606
2018-01-19,Kolar,26.225028710948823,38.020864874342024,Cotton,49.15446752041659,103.28011731473977
2018-01-19,Tumkur,32.593404682380296,21.540761719899187,Rice,85.52125327889644,107.04879986499385
2018-01-19,Kolar,38.97415084422642,37.406018682556564,Rice,79.92348830596882,106.26000711834666
2018-01-19,Hubli,38.358535922453044,33.24072909759169,Wheat,57.82784877730866,102.3204799592069
2018-01-20,Ballari,48.634437163054265,32.60586017049904,Sugarcane,47.017616862421924,105.11275111561713
2018-01-21,Kolar,14.292072433170471,30.084294861050537,Rice,89.87323976844331,111.47151770972307
2018-01-21,Hubli,3.5555354106718395,26.095003118235294,Sugarcane,80.45514875709105,111.28340321088669
2018-01-21,Ballari,17.282846777092963,30.209546279487206,Cotton,40.40919670015317,105.09330431436656
2018-01-21,Chitradurga,37.16472376120383,29.90062726441112,Rice,77.67230685616632,109.22895196881804
2018-01-21,Kolar,21.90558255166476,32.84259215322754,Wheat,88.61776166178075,111.02526922290969
2018-01-21,Kolar,40.88942152947097,26.194634288821664,Rice,75.44608357458897,107.07827346662218
2018-01-22,Chitradurga,27.46631825930075,21.70710280347528,Wheat,65.48282060060318,104.34484925417277
2018-01-22,Chitradurga,46.48958613152515,23.191967826061042,Rice,75.0351027125389,107.60663037861133
2018-01-22,Kolar,47.39317209995344,35.381903492154606,Millets,77.18272340484083,104.09683078307593
2018-01-22,Chitradurga,3.4652253009374356,20.49483125198189,Wheat,78.40207743652785,106.99375094923663
2018-01-22,Tumkur,22.820671985621217,38.84174698219946,Cotton,98.02270323426181,104.29217319162525
2018-01-23,Ballari,30.4844530624784,35.27674120455809,Rice,50.7188672535015,106.7087142618022
2018-01-23,Ballari,12.79362704061064,36.897903908769756,Cotton,77.38558763883435,106.64857869556026
2018-01-23,Ballari,20.353838968949013,38.39165788005644,Cotton,51.279599177781066,104.57606435887344
2018-01-23,Tumkur,33.884077055884916,22.699629766463985,Cotton,52.59740321494071,99.60038770309062
2018-01-24,Chitradurga,11.336711344918072,38.09392400134146,Millets,80.15547302244201,101.60575908485643
2018-01-25,Hubli,30.09906764872262,31.10213362849924,Rice,94.95724509831896,110.02647743502826
2018-01-25,Chitradurga,34.8723914082153,39.48152445257034,Wheat,49.54265482595449,103.34389150319082
2018-01-25,Kolar,4.524815554793338,39.504905223327555,Sugarcane,97.74793202538557,115.47030098903394
2018-01-25,Ballari,24.87646580137264,20.531916962591744,Sugarcane,59.16233956097374,110.76161515308787
2018-01-26,Chitradurga,13.154001496209538,28.423034740637856,Cotton,63.478842607408005,102.34998215420275
2018-01-27,Hubli,36.21931779990223,31.580773509036014,Rice,49.220849436330255,108.07810714968075
2018-01-27,Kolar,9.477775426847025,34.92392197522384,Rice,76.95016635109903,111.95477328662339
2018-01-28,Tumkur,44.61189577690532,26.296097427050945,Rice,75.78522967743804,106.05311942966868
2018-01-28,Tumkur,21.547066825916346,25.547129734622352,Cotton,66.53618458615895,104.46710064643727
2018-01-28,Hubli,9.900151515377676,28.38784581995904,Millets,68.56548339306015,103.23219249685818
2018-01-28,Kolar,21.901089817516468,31.020651218497676,Sugarcane,77.37855254721345,106.92856025864025
2018-01-29,Ballari,20.437188140426393,40.92521709091909,Sugarcane,75.0097920978615,112.28758609200865
2018-01-29,Chitradurga,21.445947974685513,36.76638626734362,Sugarcane,62.45580289890469,103.28054509112555
2018-01-29,Kolar,29.278064674872343,29.445065672629518,Sugarcane,93.04686311799199,108.2542775755073
2018-01-29,Tumkur,26.058686245676878,21.196055925684043,Rice,80.05963138764136,107.27512858514055
2018-01-29,Hubli,7.488856584045134,23.707453027162707,Sugarcane,52.32437983598852,108.98115207380377
2018-01-29,Hubli,3.278953632331816,30.030337335027177,Wheat,59.19417961034364,103.74636879226513
2018-02-01,Chitradurga,36.470772436327024,37.904169802171495,Sugarcane,87.27268610219522,111.68496445812973
2018-02-01,Hubli,27.985871796415672,28.375301784901566,Rice,46.271522861205966,102.68248314721959
2018-02-03,Hubli,17.950038403963188,31.84692631639131,Cotton,85.01391992345782,102.15564908094768
2018-02-03,Kolar,40.41789112490369,39.61970749387225,Cotton,61.530546468747715,103.62173898701194
2018-02-03,Ballari,19.402923713047848,40.10351770738583,Sugarcane,73.10146276650613,106.56602078817917
2018-02-04,Chitradurga,39.79825448003037,24.747049921739166,Cotton,56.83348703037038,103.72727753505809
2018-02-04,Kolar,15.287806375618734,20.959088279437076,Sugarcane,99.18739430922567,109.1797920037982
2018-02-04,Ballari,3.6422648772599873,26.71903168137333,Sugarcane,94.35041752853826,112.6201986806848
2018-02-05,Kolar,46.63198468999645,35.30765092616716,Wheat,95.7069902166551,104.07301306474923
2018-02-05,Kolar,19.72755646406866,40.92446842147786,Cotton,51.086531078651,106.93705027530125
2018-02-05,Hubli,39.6346286424689,21.694703999650507,Wheat,90.50140575770591,107.28715388470266
2018-02-06,Ballari,13.957206661115224,20.626643832083975,Sugarcane,72.12382606144541,107.88214038265356
2018-02-06,Chitradurga,32.3182556061828,39.45123868568588,Sugarcane,82.47155201641831,110.25115762977678
2018-02-06,Chitradurga,43.665543662886414,36.45919592026911,Cotton,53.05024400442679,103.26126690229346
2018-02-07,Ballari,2.082201116999016,41.82946874142266,Cotton,82.71907875875296,108.10786493312038
2018-02-07,Hubli,41.531788234304464,28.72944339224437,Sugarcane,94.85603467433776,110.37509964959786
2018-02-07,Tumkur,28.56665024859643,29.153119913008926,Cotton,56.04888315092799,104.60768537067688
2018-02-08,Kolar,30.373587695428462,23.79086042054389,Wheat,54.00159109297039,104.83070427807506
2018-02-08,Hubli,26.157900040299133,22.548637357141445,Millets,46.26487290840866,104.3392966204623
2018-02-08,Ballari,43.72375516418212,32.73179623298523,Cotton,56.00840051869966,105.48542545068565
2018-02-08,Kolar,2.1716678617818728,28.014270028486315,Rice,72.14753570893674,109.30692739415505
2018-02-09,Chitradurga,13.051419576792405,21.76696185479539,Cotton,89.96297748625364,107.59787502830979
2018-02-09,Tumkur,43.78812694295777,39.513715529513036,Sugarcane,56.72801575945837,109.06651086489939
2018-02-09,Chitradurga,37.6172851265978,24.363842301485327,Millets,77.26866334415881,106.74642296471363
2018-02-10,Ballari,0.8822580089302923,36.46885563407773,Cotton,68.7754419503824,108.81390610503175
2018-02-10,Kolar,25.850314160485432,26.209029114598444,Rice,57.3147424370663,109.19293510558687
2018-02-10,Ballari,26.478634035633743,37.883906276561575,Wheat,70.62154487167884,104.94390065688158
2018-02-10,Kolar,20.044106756395518,22.60473051140839,Sugarcane,50.07774378375263,105.4459332137317
2018-02-10,Hubli,14.869666603099486,36.63357542487876,Cotton,78.3746535909111,106.86884352817495
2018-02-10,Tumkur,34.086242520617105,22.158615225811275,Cotton,46.93976327103104,104.32613007375919
2018-02-11,Hubli,10.389523235237691,29.832147332852752,Wheat,83.85883150859368,106.46458103370082
2018-02-11,Hubli,39.9474281035853,36.148095713191296,Sugarcane,50.66276070313043,104.45727053981015
2018-02-11,Ballari,40.15185803837359,23.810804386111812,Sugarcane,99.88954919901231,112.89347158354025
2018-02-12,Tumkur,20.763071878641025,26.284629754627908,Rice,89.42035568562471,109.88405202724044
2018-02-12,Kolar,14.177400545482383,39.02487382602835,Rice,60.630418231583334,105.51115879092092
2018-02-12,Kolar,14.193909079535661,39.47262505996821,Wheat,65.57228633735875,105.92495987607434
2018-02-12,Chitradurga,24.114566199810504,20.988579953959977,Rice,55.5514612664613,104.49947506427036
2018-02-12,Kolar,35.978961237467935,23.697992877765458,Rice,86.02687367079994,109.48596409076572
2018-02-14,Ballari,17.943434549692938,22.584382686002897,Rice,62.84361819746644,111.57017214754082
2018-02-16,Hubli,30.502167272887576,23.953248082328667,Cotton,85.31113058917214,104.99840212098066
2018-02-16,Hubli,19.124223029129716,41.34412993473799,Rice,41.10409328081084,106.54902201875491
2018-02-16,Hubli,15.226159457569166,32.136415473390045,Rice,48.13725757027574,106.73298123342376
2018-02-16,Tumkur,1.242975795789708,30.298472590008387,Rice,61.898460082154116,108.22898117352463
2018-02-16,Kolar,0.19570528676953192,41.658282208037555,Wheat,46.534512003675566,104.41508969343087
2018-02-17,Ballari,11.360383891600224,32.25303485693618,Sugarcane,76.06767953777444,112.65445050230659
2018-02-18,Tumkur,20.320314340049773,34.54459440160154,Rice,43.0499259120474,107.18653658199678
2018-02-18,Chitradurga,42.563058368103015,27.320952013081964,Sugarcane,91.58577967536058,109.24290188313029
2018-02-18,Ballari,39.92421214652127,28.40652701920941,Cotton,85.67847992535894,104.50560627803443
2018-02-19,Ballari,13.358263129399495,33.077006443799604,Wheat,52.975388753677144,103.11006337345275
2018-02-19,Ballari,12.227022149214967,21.535287248010224,Sugarcane,69.02751436778307,111.39678893133292
2018-02-20,Hubli,11.366103553501372,25.629423492985055,Sugarcane,67.10878470465524,112.31805142393672
2018-02-20,Ballari,16.96186702644335,24.329858488126757,Rice,83.49187692042267,105.29356481677362
2018-02-20,Kolar,24.90993597808427,20.34965464908008,Cotton,64.09053402847053,106.07292429638349
2018-02-20,Ballari,21.933388601578773,31.81182795144928,Cotton,41.97611786979074,105.42703796768544
2018-02-22,Hubli,10.913659939074687,32.34316246952534,Sugarcane,56.424151530990315,111.54893495119347
2018-02-23,Ballari,6.522570497180902,28.446662906819697,Wheat,67.97174831422252,109.19338933483249
2018-02-23,Chitradurga,0.6288906243097692,25.9120043282254,Millets,98.46953296963834,111.87863742124726
2018-02-24,Chitradurga,7.698161933325193,34.34531727188175,Wheat,92.86952001726073,108.77908915036221
2018-02-24,Hubli,35.26781850970591,22.96250155045805,Rice,50.88436864013143,108.49118388607641
2018-02-24,Kolar,12.181928467279146,31.40953069597735,Wheat,83.39655642944626,107.31559589332882
2018-02-24,Kolar,23.43009050607549,36.897627687833634,Sugarcane,96.20952838088726,108.76830220775182
2018-02-25,Tumkur,29.565057446162236,23.61455564695439,Cotton,40.52755678211552,104.70467185006885
2018-02-26,Hubli,44.34204514158036,36.57170984910801,Wheat,83.25674042024956,107.67832276575238
2018-02-27,Ballari,44.442754919670975,36.737479201374754,Rice,67.56000973666944,107.58943268469471
2018-02-27,Hubli,37.28668668406795,21.318386261070007,Sugarcane,80.81417177698667,105.61088378920378
2018-02-27,Tumkur,1.7578496024250712,20.413255173918,Millets,76.33535641430741,102.59096229795813
2018-02-28,Hubli,28.753520954270744,41.42657893174029,Rice,99.0799296673421,110.81591043325203
2018-02-28,Hubli,39.32917354157532,24.254418508974148,Cotton,57.32892437787207,102.9385133053313
2018-03-01,Tumkur,0.8644022381681604,38.087062600202266,Wheat,87.16857891215588,108.80239541954106
2018-03-02,Kolar,27.484230682828915,32.36071436699657,Cotton,54.078393298783666,105.07509056682629
2018-03-02,Ballari,42.88820728930147,25.81838746581393,Sugarcane,66.13647865301037,107.71857968872969
2018-03-02,Tumkur,23.70510379211335,22.859349605613875,Wheat,98.52285243804471,107.01871893140773
2018-03-03,Chitradurga,0.2053101448724226,30.926900018710008,Sugarcane,85.96817776084916,110.82260945856426
2018-03-03,Kolar,0.550667916780373,28.9618058558479,Millets,58.94927537701354,105.90291085782901
2018-03-04,Chitradurga,20.831801870687528,35.37549387257549,Wheat,77.16215698551699,107.5815136564077
2018-03-04,Kolar,7.750433370837728,39.89170809004999,Wheat,42.9815250101665,103.97360538741134
2018-03-05,Ballari,33.22253285466298,37.71545791319565,Rice,55.98369499725818,106.92338605806971
2018-03-06,Ballari,35.4399632453077,26.037945104505862,Rice,83.10342937621687,106.08175953454747
2018-03-06,Hubli,8.89398977303143,39.33653080595073,Cotton,74.2056141752995,107.11929272193989
2018-03-07,Chitradurga,44.42666442622424,38.33460891030129,Rice,68.18037117860634,106.08660090496318
2018-03-07,Kolar,22.095392248946293,40.4409971418789,Cotton,81.45256360095779,107.24240282489835
2018-03-08,Ballari,7.142295379596186,30.090538062835726,Wheat,63.90753344918956,106.19740353142494
2018-03-08,Tumkur,38.21257990346977,36.90865379300676,Millets,41.56936867194479,104.30085148968492
2018-03-09,Ballari,39.49872500083864,33.01647744152075,Rice,66.46159741093405,109.86426318626525
2018-03-09,Tumkur,31.964773633272873,26.831060556088634,Rice,94.1277515375957,109.85155157558222
2018-03-10,Kolar,42.67327766012766,41.877482055940796,Rice,91.39690769884727,107.56169494311844
2018-03-10,Ballari,36.868648601533565,20.84276427047255,Cotton,64.53983112457078,102.37396474136429
2018-03-10,Ballari,44.11028686134953,23.569996596299642,Wheat,41.33328644562296,105.65441416313362
2018-03-13,Kolar,21.694402424273974,39.63593197570169,Rice,78.17843635721894,108.56681487170178
2018-03-14,Ballari,37.379856404972124,21.33238255507794,Cotton,84.47166566697187,105.33089048114937
2018-03-14,Tumkur,49.98757817145222,39.51005468155748,Cotton,57.65461456505649,102.4915452316463
2018-03-14,Ballari,36.246559875980964,35.73487247328042,Cotton,68.59983997717445,101.74207689987928
2018-03-14,Chitradurga,5.709189011856608,20.80704811867993,Rice,99.51140771486251,112.73407697236462
2018-03-16,Hubli,25.915936121459147,29.445040942791884,Wheat,74.58058077889592,106.16380325160263
2018-03-16,Tumkur,29.3673895621514,36.59837245004921,Cotton,61.064494339693994,100.76535589238333
2018-03-16,Chitradurga,8.71053375356955,32.8282062618776,Wheat,77.649332598408,107.08088274658199
2018-03-16,Kolar,48.14458170890188,40.58916842321808,Rice,50.801338411845066,103.33845009825833
2018-03-16,Tumkur,8.778988881730815,39.088168724064,Rice,51.9551423964748,109.25956490752287
2018-03-16,Hubli,8.877895985661139,27.318247977351213,Millets,95.49548288284102,107.16188583176402
2018-03-17,Hubli,45.75835689872775,21.861798301441986,Rice,54.352002470159846,109.37619155583775
2018-03-17,Kolar,23.260271656083553,40.77365487220433,Cotton,58.647362752944645,101.75118585374545
2018-03-18,Kolar,3.15941396372581,31.380308890894383,Wheat,72.62663451818523,110.28777730616216
2018-03-19,Tumkur,29.90937499692643,21.63674773618287,Cotton,93.98155721665637,107.1872786059894
2018-03-19,Ballari,30.091317431652392,37.964663493904155,Sugarcane,86.88693338314087,107.05595445572426
2018-03-19,Kolar,3.22503793432809,39.10714235507861,Wheat,42.6270352401925,109.57913488815745
2018-03-20,Ballari,48.6261247816831,34.06734208388456,Wheat,81.58178013390216,105.35886442739421
2018-03-20,Chitradurga,27.20149826472878,29.845197245099477,Cotton,70.24368896103957,102.7346400845725
2018-03-20,Hubli,27.989786108988213,34.5678062711186,Wheat,68.53317052014283,108.07633537104606
2018-03-21,Ballari,26.005770725119724,35.54704130551272,Cotton,81.49350200953259,103.57157369695925
2018-03-22,Hubli,30.536588982231,39.6466590778913,Sugarcane,51.773922773142644,110.35430888652678
2018-03-23,Ballari,13.214987638687747,41.02895696824424,Sugarcane,98.88931981970319,110.88480367486319
2018-03-23,Chitradurga,14.36206739874204,31.31506051260005,Wheat,78.71839181634694,106.50937011945292
2018-03-23,Kolar,25.566954489806637,37.56687973758437,Rice,61.939370476711375,105.21033851826965
2018-03-24,Chitradurga,40.33429273817898,41.219210231816405,Cotton,76.01213248420967,102.69671064404896
2018-03-24,Kolar,2.493228824708943,23.327353439233253,Rice,52.98825179737722,108.85068169371574
2018-03-24,Kolar,30.170210611012298,20.40189559541289,Millets,78.03051189129738,101.12461373368498
2018-03-24,Hubli,40.3389071253157,39.117203002662464,Millets,41.69302844426784,103.46115667478786
2018-03-25,Chitradurga,7.845863601861359,24.296013331437535,Rice,60.47091468450197,107.60162483610578
2018-03-26,Ballari,0.7511270990283148,20.93453286589962,Rice,84.8510138048504,109.43721637764719
2018-03-27,Chitradurga,15.635664757072904,23.52211502846378,Wheat,88.4786709468484,108.83848005141478
2018-03-27,Hubli,29.40718533647991,28.450528047362923,Millets,55.17516479883808,102.91525363024743
2018-03-28,Kolar,6.914158670237386,24.823845435036763,Wheat,72.3645676767992,109.77367297515195
2018-03-28,Hubli,21.306118548624276,26.71557984020975,Wheat,71.70957338134708,102.4644622608009
2018-03-28,Tumkur,27.6160748687139,41.45646913146102,Cotton,65.28736278260683,106.53446893485452
2018-03-28,Tumkur,29.94415473786586,35.496921971576654,Rice,53.705978965178716,107.291269093878
2018-03-29,Ballari,13.720586050018756,35.66821802157049,Wheat,82.19369399372637,106.1678924677655
2018-03-29,Hubli,20.00148179931457,22.083078244014303,Rice,55.14170090473118,109.71999320839538
2018-03-30,Ballari,38.91696145337794,36.10616413609922,Sugarcane,94.66154422939695,111.0308766790482
2018-03-30,Ballari,47.060734706034275,36.26557532501671,Rice,71.71007746711015,107.76414565262147
2018-03-31,Tumkur,43.09401655591286,34.514390404945914,Sugarcane,92.22870023863732,109.03057474237588
2018-03-31,Ballari,28.214175086671595,25.025598511953252,Cotton,57.444563248249835,103.13558739479583
2018-03-31,Tumkur,20.514640147197326,29.30679593980807,Sugarcane,88.42474937552393,108.3276213392734
2018-03-31,Kolar,16.647830718570912,38.618082002731754,Sugarcane,46.81981509399955,111.33546956479658
2018-03-31,Hubli,6.247828304200903,34.74443584549378,Rice,86.00982052044361,111.74157130836359
2018-04-01,Ballari,5.327562360805649,36.12091436999785,Wheat,63.21675099551813,108.13676682502536
2018-04-02,Tumkur,34.417881245682885,32.9222368027678,Rice,68.19940532911521,106.94508154666202
2018-04-02,Chitradurga,12.989720808558019,29.890905180459125,Sugarcane,50.00843921557437,113.03372175390635
2018-04-02,Ballari,12.73308432162234,36.69914422147638,Rice,41.11766131146354,106.15033282575939
2018-04-02,Kolar,49.909752723889284,21.49436791605871,Rice,79.9718495876969,106.87196118617715
2018-04-02,Kolar,9.39629789368977,34.80953612116581,Rice,75.2630970040251,113.04924854444585
2018-04-03,Chitradurga,7.402987974441483,41.93849917271494,Wheat,77.34568912417944,107.52731720044741
2018-04-03,Tumkur,4.934261387996031,37.1642224482967,Sugarcane,55.30010548161519,113.13451162669632
2018-04-03,Ballari,28.99026725833981,26.392397254704015,Sugarcane,54.35664777298636,109.17050945169505
2018-04-04,Tumkur,31.393191300105073,26.112028883518374,Rice,89.81777867615486,108.04167339756987
2018-04-05,Kolar,18.2613963128441,34.678809433056095,Sugarcane,85.67516515559399,110.13407018613265
2018-04-05,Tumkur,26.77066677557339,39.70879365418767,Wheat,60.20740695048164,104.39822596499806
2018-04-05,Kolar,39.419976547245625,32.714894298652546,Sugarcane,78.26834295854081,110.49408409204335
2018-04-05,Tumkur,40.90520841608742,31.602850317741282,Cotton,89.68900025012883,108.0549677299216
2018-04-06,Chitradurga,47.89560378578241,23.52845094456077,Wheat,93.32976653307693,107.3813589406324
2018-04-06,Hubli,41.21339929614373,35.74005301791597,Rice,40.34837565455456,106.70400814932528
2018-04-06,Chitradurga,28.24207183587133,35.4505696320336,Sugarcane,88.80774358808345,108.13481440853343
2018-04-08,Chitradurga,8.982848291842298,41.27293063134465,Millets,61.023540054815555,106.978819591698
2018-04-08,Hubli,4.98817788514212,26.604228054724615,Sugarcane,83.1026970865706,112.78051973142401
2018-04-08,Hubli,2.72559449554296,36.6418004800857,Cotton,62.28408187599997,106.73410869014889
2018-04-09,Ballari,33.32629158926919,29.54943574634784,Cotton,76.37494520764089,104.7546871714367
2018-04-09,Ballari,40.37681276989966,32.28640141555497,Sugarcane,78.80694640036111,109.21931642885974
2018-04-09,Chitradurga,25.43419753420395,37.961984823212276,Sugarcane,64.29956625497357,107.33848291195984
2018-04-10,Chitradurga,2.735708741681997,24.883890990417463,Wheat,70.76711986826469,104.67293478776152
2018-04-11,Kolar,26.77352872956691,27.543112269603128,Sugarcane,83.5788023151501,109.46556920428101
2018-04-11,Kolar,46.78746307622752,37.01279074434713,Sugarcane,68.57831612169173,106.59949388442851
2018-04-12,Ballari,29.880659546623022,32.55007413633294,Cotton,40.838829105109994,102.76763698246852
2018-04-12,Ballari,40.471374423140745,22.033304171911546,Wheat,40.774251819850946,103.27924148555077
2018-04-12,Kolar,40.00763241958753,29.464089069127287,Rice,79.67865100296362,108.07249993062719
2018-04-13,Kolar,46.60645498903264,32.90593288540636,Cotton,90.83425224733588,105.17399962758968
2018-04-13,Tumkur,38.511438282493664,40.00938096179116,Sugarcane,87.11641225083979,103.57894196861685
2018-04-14,Tumkur,37.38502570065448,24.14673709865005,Millets,58.62401811598981,104.01774471470857
2018-04-14,Kolar,11.705133248532029,37.73096530430462,Wheat,68.26767309981727,107.35612007191429
2018-04-14,Tumkur,2.9962577660540726,22.87373862768501,Rice,54.049644406100015,110.7449646475468
2018-04-15,Hubli,25.879973252690387,25.32918452166776,Rice,99.34899464000036,109.52083086779274
2018-04-15,Ballari,6.22171039733776,25.353565436782706,Cotton,55.630386955613915,107.91930097911876
2018-04-15,Ballari,48.109793813899564,39.30454230999432,Rice,64.97569557096199,106.82223356400704
2018-04-16,Kolar,14.49623813165143,24.378389224329716,Millets,80.86773707945818,106.28873213210292
2018-04-16,Chitradurga,42.64721016921465,37.313135993679,Rice,92.56106017904656,106.95642262574813
2018-04-17,Kolar,19.381231260122966,30.159743748431637,Cotton,43.08854104402819,106.75752597818402
2018-04-18,Tumkur,16.15971249286887,41.979996891540836,Cotton,58.06118056162728,108.00006861839326
2018-04-18,Chitradurga,46.75792861883106,38.46001297034632,Cotton,74.13915087786762,108.44569248731983
2018-04-19,Tumkur,18.1661286043112,36.273468957851996,Rice,77.09878488257101,108.17674995164015
2018-04-19,Hubli,19.51439543315682,39.1559787463483,Sugarcane,44.201646309991645,109.6137338157921
2018-04-19,Tumkur,5.304588980645458,33.94866863731074,Rice,79.8447242705244,107.17240996157214
2018-04-21,Hubli,33.522333264125464,38.56034964362695,Rice,71.68386193651446,104.46360878057158
2018-04-21,Hubli,14.441970723875674,25.74479064195203,Wheat,89.65764276172868,109.22265484213115
2018-04-21,Tumkur,29.28020839197536,22.149470644223648,Cotton,53.33135057249804,104.31687681486959
2018-04-21,Tumkur,29.567585202660474,33.55050415590671,Rice,51.701619101312566,104.881521600773
2018-04-22,Hubli,35.95998477978835,29.56318863859889,Millets,87.60023331567734,105.29027363036177
2018-04-23,Chitradurga,37.26207430862206,29.381697496433503,Rice,82.23214773637699,110.47078537312184
2018-04-23,Hubli,25.722621720076972,31.588452753461016,Wheat,87.50040163466048,107.5750865673562
2018-04-23,Ballari,16.54959738017015,27.950417454441936,Rice,86.91604846168477,112.34027736140057
2018-04-23,Hubli,41.8725447417367,33.77330969174224,Cotton,46.24004054982764,102.26686261757362
2018-04-23,Chitradurga,15.493282470424235,20.67250408164786,Rice,56.71498283794905,110.60157236441904
2018-04-24,Ballari,25.37545472346657,41.33760952139879,Cotton,55.60510816818678,104.12394110689394
2018-04-24,Kolar,20.0626291601864,40.34359782500255,Sugarcane,96.07523688501038,113.64596158072386
2018-04-24,Kolar,42.753919298484405,40.575943576802544,Millets,69.24799444302073,101.17232204744865
2018-04-25,Chitradurga,21.59592655729144,28.030076902841806,Rice,46.663427962001045,108.10984599778031
